groupe,Median_10_100_l,Mean_10_100_l,Skewness_10_100_l,Kurtosis_10_100_l,Median_10_100_r,Mean_10_100_r,Skewness_10_100_r,Kurtosis_10_100_r,Median_30_300_l,Mean_30_300_l,Skewness_30_300_l,Kurtosis_30_300_l,Median_30_300_r,Mean_30_300_r,Skewness_30_300_r,Kurtosis_30_300_r,Median_300_1000_l,Mean_300_1000_l,Skewness_300_1000_l,Kurtosis_300_1000_l,Median_300_1000_r,Mean_300_1000_r,Skewness_300_1000_r,Kurtosis_300_1000_r,km_debut,km_fin,rayon,length,max_l,max_r,cause_max_r,cause_max_l,max,reserve_usure_l,reserve_usure_r,reserve_usure_min,Frequence moyenne (meulage/an),tiefe/jahr,,,,,,,
13,0.0380954995,0.0413650645645161,1.42347614680501,2.7197768351443,0.0242675,0.0265585847096774,1.31840172958434,1.8730239694649,0.0560155,0.0571643105403226,0.488166937926901,-0.0801085002092461,0.0391495005,0.0411717863387097,0.823141550690628,0.107724978088534,0.030696,0.036718701625,1.37084374086156,0.837386170604701,0.0226184995,0.030002225733871,1.73738401877177,1.63861805320891,93134.441,93196.441,230,62,0.0560155,0.0391495005,Median_30_300_r,Median_30_300_l,0.0560155,0.0239845,0.0408504995,0.0239845,0.14,0.0112,2.14147321428571,0,,,,,
26,0.034812,0.0373105311454006,0.90872861834454,0.492177944748702,0.027053,0.0296015667537092,2.06668684513417,5.80667635852464,0.055095001,0.0591992640623145,0.644193193069994,-0.0971159677689131,0.047689,0.048458350115727,0.343036528707245,-0.315311460752204,0.027163999,0.032330694388724,1.7883233394952,2.52933187861489,0.034841,0.0415757181097923,1.48266956742575,1.97970568785275,95383.191,95467.441,257,84.25,0.055095001,0.047689,Median_30_300_r,Median_30_300_l,0.055095001,0.024904999,0.032311,0.024904999,0.14,0.0112,2.223660625,0,,,,,
28,0.0533489995,0.0545622195121951,0.583200031985756,0.138842334427686,0.026836001,0.0282555428693878,0.68120928755299,0.205409667789135,0.0543549995,0.0569247276138211,0.77107097554093,0.380104111961286,0.0365014995,0.0372172833791667,0.799039509709463,1.28549810501176,0.0224994995,0.0264112723414634,0.987784809138748,-0.233958162644631,0.028611001,0.0309557698584071,0.988281448179545,2.08124220805776,95674.691,95736.191,175,61.5,0.0543549995,0.0365014995,Median_30_300_r,Median_30_300_l,0.0543549995,0.0256450005,0.0434985005,0.0256450005,0.14,0.0112,2.2897321875,0,,,,,
25,0.0291150005,0.0322973743449198,0.959314679193884,0.328009516460996,0.017099,0.0192079839652406,1.93810836959512,7.0236860100625,0.051596,0.0544216042620321,0.519725003863446,-0.490895411770036,0.042001,0.0443343422807487,0.971245845150614,1.05709914458722,0.0270295005,0.0307064251256684,3.13331380096829,11.0712277253771,0.0283465005,0.0310652005240642,1.44121341451412,1.83594276689003,95231.441,95324.941,300,93.5,0.051596,0.042001,Median_30_300_r,Median_30_300_l,0.051596,0.028404,0.037999,0.028404,0.14,0.0112,2.53607142857143,0,,,,,
4,0.048146999,0.0507447569714286,0.556741803599829,-0.485992230107349,0.0249325,0.0270025286857143,0.865136284803227,0.232801837659124,0.051278,0.0541446999571429,0.837140096048104,0.780184704661638,0.0304305,0.0307106001857143,0.321748295258543,-0.22361044516059,0.038644,0.0447767428,0.970235031338853,-0.180912885713846,0.023727001,0.0301727716285714,1.39958180735837,0.534484833977916,90251.634,90269.134,150,17.5,0.051278,0.0304305,Median_30_300_r,Median_30_300_l,0.051278,0.028722,0.0495695,0.028722,0.14,0.0112,2.56446428571429,0,,,,,
16,0.0423614995,0.0447669000333333,0.776052695977798,0.259468936961675,0.0254740005,0.0263419277222222,1.27687462566053,2.69064222469558,0.050314,0.0544419500388889,2.16937664457463,7.1026176342671,0.036603001,0.0378514277611111,1.37441234155498,4.25987776401226,0.0223065,0.0331381167111111,1.73828886412203,1.61588526798586,0.030394499,0.0427357388888889,1.16895716852926,0.0743802333949555,93912.191,93957.191,395,45,0.050314,0.036603001,Median_30_300_r,Median_30_300_l,0.050314,0.029686,0.043396999,0.029686,0.14,0.0112,2.65053571428571,0,,,,,
21,0.024502,0.0279580402967033,1.33301524286923,1.23755722925041,0.02547,0.0286410366190476,1.13528417702962,1.05711512071811,0.046082001,0.0502544066080586,1.08700648770154,1.17909504397135,0.044305,0.0447186116996337,0.328987683895942,-0.316259241129541,0.025311001,0.0299604176336996,1.06213306523098,0.118356092393655,0.029731,0.0322571539010989,0.971754189877274,0.771845480189386,94632.941,94701.191,163,68.25,0.046082001,0.044305,Median_30_300_r,Median_30_300_l,0.046082001,0.033917999,0.035695,0.033917999,0.14,0.0112,3.02839276785714,0,,,,,
29,0.036692501,0.0407563793766938,1.07778690910097,0.821992023623369,0.02048,0.0236910081273713,0.943072478509698,0.24514461233399,0.0411949995,0.0453634322140921,1.03007607495017,0.634479905709894,0.030093,0.0322341192696477,0.588153173189582,-0.551864006243014,0.024891,0.030983123299458,2.04746235358036,4.59212818243598,0.0236289995,0.032650264203252,1.8727566467661,3.07223194536372,95874.191,96058.691,383,184.5,0.0411949995,0.030093,Median_30_300_r,Median_30_300_l,0.0411949995,0.0388050005,0.049907,0.0388050005,0.14,0.0112,3.4647321875,0,,,,,
27,0.037703999,0.0412666223085106,1.02449694561897,0.911042661794223,0.0219955,0.0246124095771277,0.927130276633027,0.230826701253905,0.040830999,0.0439146568803191,1.0691023331466,1.40375708647797,0.0297520005,0.031425430875,0.927760543664445,1.1667977239062,0.0225555005,0.025095944125,1.16618018519592,1.10120687546441,0.0250525,0.0290675531941489,2.06240073233228,3.57314782812582,95534.191,95628.191,412,94,0.040830999,0.0297520005,Median_30_300_r,Median_30_300_l,0.040830999,0.039169001,0.0502479995,0.039169001,0.14,0.0112,3.49723223214286,0,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,90256.434,90268.434,150,12,,,,,,,,,,,,1178.25,90256.434,90268.434,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,90206.884,90225.384,130,18.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92205.691,92280.441,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92893.691,92920.941,613.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92920.941,92942.441,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92942.441,92994.191,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92994.191,93071.691,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93196.441,93342.441,124.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93387.191,93548.691,44.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94055.691,94176.941,507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94523.691,94584.941,346.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94834.941,94874.441,250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94874.441,94921.691,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95031.691,95145.191,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96222.941,96298.441,1077.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96321.31,96346.31,22.8689999999915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96421.06,96555.81,74.75
