km_start,km_end,typ_trav,typ_rail,qualite_acier,rayon,groupe,element_standard,frequence,reserve_usure_min,annee,km_a_meuler,longueur,bin
6.260871,6.285621,Acier (bêches courtes),UST 36,R 260,252.0,131,3134E111,0.14,0.0150239999999999,1.3414285714285623,0.0,0.02475000000000005,1
6.285621,6.301621,Acier (bêches courtes),UST 36,R 260,148.0,132,3134E111,0.14,-0.0038949999999999,-0.34776785714284814,0.016000000000000014,0.016000000000000014,-1
7.707381000000001,7.7261310000000005,Acier (bêches courtes),UST 36,R 260,130.0,10,3134E111,0.14,-0.06179701,-5.517590178571428,0.018749999999999822,0.018749999999999822,<-5
7.736381000000001,7.762381,Acier (bêches courtes),UST 36,R 260,160.0,117,3134E111,0.14,-0.2048959899999999,-18.29428482142856,0.0259999999999998,0.0259999999999998,<-5
7.76244,7.76569,Acier (bêches courtes),UST 36,R 260,160.0,210,3134E111,0.14,-0.091294,-8.15125,0.0032500000000004192,0.0032500000000004192,<-5
7.819381,7.869881,Acier (bêches courtes),UST 36,R 260,600.0,11,3124E111,0.14,0.006293,0.5618749999999999,0.05050000000000043,0.05050000000000043,0
7.869944,7.910944000000001,Acier (bêches courtes),UST 36,R 260,562.0,36,3124E111,0.14,0.007994,0.7137499999999999,0.04100000000000037,0.04100000000000037,0
7.910944000000001,7.995444,Acier (bêches courtes),UST 36,R 260,595.0,37,3124E111,0.14,0.029902,2.6698214285714283,0.0,0.08449999999999935,2
7.76569,7.76694,Acier (bêches courtes),UST 36,R 260,160.0,210,3134E111,0.14,-0.091294,-8.15125,0.0012499999999997513,0.0012499999999997513,<-5
7.78919,7.82144,Acier (bêches courtes),UST 36,R 260,590.0,211,3124E111,0.14,-0.004068,-0.3632142857142856,0.032250000000000334,0.032250000000000334,-1
7.82144,7.85044,Acier (bêches courtes),UST 36,R 260,150.0,212,3134E111,0.14,-0.0400779999999999,-3.5783928571428474,0.028999999999999915,0.028999999999999915,-4
7.85044,7.86994,Acier (bêches courtes),UST 36,R 260,166.0,213,3134E111,0.14,-0.0049825,-0.4448660714285714,0.01949999999999985,0.01949999999999985,-1
10.087194,10.236944,Acier (bêches courtes),UST 36,R 260,239.0,38,3134E111,0.14,0.007801,0.696517857142857,0.14974999999999916,0.14974999999999916,0
10.326944,10.525943999999999,Acier (bêches courtes),UST 36,R 260,220.0,39,3134E111,0.14,-0.00682,-0.6089285714285713,0.19899999999999984,0.19899999999999984,-1
10.575694,10.682444,Acier (bêches courtes),UST 36,R 260,302.0,40,3124E111,0.14,-0.0028639999999999,-0.25571428571427673,0.1067499999999999,0.1067499999999999,-1
10.770693999999999,10.84419,Acier (bêches courtes),UST 36,R 260,280.0,41,3134E111,0.14,-0.0104765,-0.9354017857142856,0.07349600000000045,0.07349600000000045,-1
10.84419,10.844194,Acier (bêches courtes),UST 36,R 260,280.0,41,3134E111,0.14,-0.0104765,-0.9354017857142856,4.000000000559112e-06,4.000000000559112e-06,-1
11.024443999999999,11.084944,Acier (bêches courtes),UST 36,R 260,180.0,42,3134E111,0.14,0.0234755015,2.0960269196428567,0.0,0.06050000000000111,2
11.273444,11.573193999999999,Acier (bêches courtes),UST 36,R 260,392.0,43,3124E111,0.14,0.013891001,1.2402679464285713,0.0,0.2997499999999995,1
11.794444,11.911693999999999,Acier (bêches courtes),UST 36,R 260,230.0,44,3134E111,0.14,0.008844999,0.7897320535714284,0.11724999999999852,0.11724999999999852,0
12.306443999999999,12.411194,Acier (bêches courtes),UST 36,R 260,257.0,45,3134E111,0.14,0.032885,2.936160714285714,0.0,0.10475000000000101,2
14.008443999999999,14.084194,Acier (bêches courtes),UST 36,R 260,435.0,46,3124E111,0.14,0.028206,2.5183928571428567,0.0,0.0757500000000011,2
14.084194,14.110194,Acier (bêches courtes),UST 36,R 260,343.0,47,3124E111,0.14,-0.005261,-0.4697321428571428,0.0259999999999998,0.0259999999999998,-1
14.110194,14.118943999999999,Acier (bêches courtes),UST 36,R 260,155.0,48,3134E111,0.14,-0.19545699,-17.451516964285712,0.008749999999999147,0.008749999999999147,<-5
14.119171,14.11934,Acier (bêches courtes),UST 36,R 260,130.0,170,3134E111,0.14,-0.069369,-6.193660714285714,0.00016899999999964166,0.00016899999999964166,<-5
14.138171,14.165421,Acier (bêches courtes),UST 36,R 260,289.0,55,3134E111,0.14,0.009068,0.809642857142857,0.02725000000000044,0.02725000000000044,0
14.165421,14.206421,Acier (bêches courtes),UST 36,R 260,481.0,56,3124E111,0.14,0.024596,2.1960714285714285,0.0,0.04100000000000037,2
14.206421,14.275671,Acier (bêches courtes),UST 36,R 260,401.0,57,3124E111,0.14,0.027697,2.472946428571428,0.0,0.06925000000000026,2
